District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,Fertilizer_Usage
Kolhapur,Black,95,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo,78.39
Kolhapur,Black,100,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo,83.3
Kolhapur,Black,75,55,100,7,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,72.7
Kolhapur,Black,80,55,100,7,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,85.23
Kolhapur,Black,85,55,100,7,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,69.51
Kolhapur,Black,90,55,100,7,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,81.96
Kolhapur,Black,95,55,100,7,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,87.11
Kolhapur,Black,100,55,100,7,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,70.81
Kolhapur,Black,75,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,79.79
Kolhapur,Black,80,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,68.59
Kolhapur,Black,85,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,67.32
Kolhapur,Black,90,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,99.08
Kolhapur,Black,95,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,102.61
Kolhapur,Black,100,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,99.98
Kolhapur,Black,75,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,68.68
Kolhapur,Black,80,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,64.61
Kolhapur,Black,85,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,85.36
Kolhapur,Black,90,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,80.04
Kolhapur,Black,95,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,71.72
Kolhapur,Black,100,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,86.83
Kolhapur,Black,75,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,62.66
Kolhapur,Black,80,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,92.52
Kolhapur,Black,85,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,74.09
Kolhapur,Black,90,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,89.99
Kolhapur,Black,95,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,80.45
Kolhapur,Black,100,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo,90.22
Kolhapur,Black,75,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,76.91
Kolhapur,Black,80,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,68.17
Kolhapur,Black,85,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,95.62
Kolhapur,Black,90,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,92.13
Kolhapur,Black,95,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,100.53
Kolhapur,Black,100,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,101.9
Kolhapur,Black,75,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,76.38
Kolhapur,Black,80,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,88.82
Kolhapur,Black,85,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,65.58
Kolhapur,Black,90,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.15
Kolhapur,Black,95,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,68.31
Kolhapur,Black,100,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,79.99
Kolhapur,Black,75,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,72.62
Kolhapur,Black,80,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,71.32
Kolhapur,Black,85,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,91.65
Kolhapur,Black,90,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,78.72
Kolhapur,Black,95,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,78.46
Kolhapur,Black,100,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,90.01
Kolhapur,Black,75,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,67.23
Kolhapur,Black,80,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,90.79
Kolhapur,Black,85,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,69.29
Kolhapur,Black,90,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,102.75
Kolhapur,Black,95,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,98.14
Kolhapur,Black,100,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo,80.03
Kolhapur,Black,20,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,18.05
Kolhapur,Black,25,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,28.15
Kolhapur,Black,30,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,29.78
Kolhapur,Black,35,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,32.75
Kolhapur,Black,40,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,36.03
Kolhapur,Black,20,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,20.74
Kolhapur,Black,25,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,25.94
Kolhapur,Black,30,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,25.39
Kolhapur,Black,35,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,37.22
Kolhapur,Black,40,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,36.73
Kolhapur,Black,20,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,25.64
Kolhapur,Black,25,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,24.76
Kolhapur,Black,30,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,30.04
Kolhapur,Black,35,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,32.55
Kolhapur,Black,40,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,40.94
Kolhapur,Black,20,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,26.9
Kolhapur,Black,25,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,32.34
Kolhapur,Black,30,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,30.16
Kolhapur,Black,35,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,27.98
Kolhapur,Black,40,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,38.53
Kolhapur,Black,20,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,26.5
Kolhapur,Black,25,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,27.15
Kolhapur,Black,30,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,32.14
Kolhapur,Black,35,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,31.42
Kolhapur,Black,40,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,34.31
Kolhapur,Black,20,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,25.73
Kolhapur,Black,25,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,23.49
Kolhapur,Black,30,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,26.56
Kolhapur,Black,35,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,27.63
Kolhapur,Black,40,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,38.49
Kolhapur,Black,20,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,22.68
Kolhapur,Black,25,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,27.09
Kolhapur,Black,30,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,34.31
Kolhapur,Black,35,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,28.79
Kolhapur,Black,40,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI,33.26
Kolhapur,Black,20,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,29.76
Kolhapur,Black,25,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,26.3
Kolhapur,Black,30,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,26.59
Kolhapur,Black,35,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,31.6
Kolhapur,Black,40,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI,31.99
Kolhapur,Black,20,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,29.88
Kolhapur,Black,25,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,31.45
Kolhapur,Black,30,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,32.13
Kolhapur,Black,35,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,37.9
Kolhapur,Black,40,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,39.81
Kolhapur,Black,20,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,20.55
Kolhapur,Black,25,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,30.08
Kolhapur,Black,30,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,28.95
Kolhapur,Black,35,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,34.81
Kolhapur,Black,40,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,38.81
Kolhapur,Black,20,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,24.11
Kolhapur,Black,25,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,24.05
Kolhapur,Black,30,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,27.63
Kolhapur,Black,35,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,32.52
Kolhapur,Black,40,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI,40.58
Kolhapur,Black,20,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,32.61
Kolhapur,Black,25,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,24.89
Kolhapur,Black,30,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,33.64
Kolhapur,Black,35,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,34.81
Kolhapur,Black,40,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI,34.22
Kolhapur,Black,40,20,20,6,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,25.44
Kolhapur,Black,45,20,20,6,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,30.39
Kolhapur,Black,50,20,20,6,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,41.2
Kolhapur,Black,40,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,30.2
Kolhapur,Black,45,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,35.26
Kolhapur,Black,50,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,40.55
Kolhapur,Black,40,20,25,7,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,29.31
Kolhapur,Black,45,20,25,7,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,39.82
Kolhapur,Black,50,20,25,7,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,42.66
Kolhapur,Black,40,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,28.37
Kolhapur,Black,45,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,33.96
Kolhapur,Black,50,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,33.59
Kolhapur,Red ,100,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,65.8
Kolhapur,Red ,105,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,60.7
Kolhapur,Red ,110,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,80.37
Kolhapur,Red ,115,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,79.59
Kolhapur,Red ,120,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,67.29
Kolhapur,Red ,125,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,77.02
Kolhapur,Red ,130,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.21
Kolhapur,Red ,135,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,80.18
Kolhapur,Red ,140,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,78.93
Kolhapur,Red ,145,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,94.1
Kolhapur,Red ,150,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,115.84
Kolhapur,Red ,100,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,66.81
Kolhapur,Red ,105,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,82.3
Kolhapur,Red ,110,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,87.82
Kolhapur,Red ,115,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,73.39
Kolhapur,Red ,120,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.21
Kolhapur,Red ,125,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,82.4
Kolhapur,Red ,130,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,94.24
Kolhapur,Red ,135,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,96.91
Kolhapur,Red ,140,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,95.85
Kolhapur,Red ,145,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,81.1
Kolhapur,Red ,150,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.85
Kolhapur,Red ,100,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,71.48
Kolhapur,Red ,105,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,69.53
Kolhapur,Red ,110,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,66.94
Kolhapur,Red ,115,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,87.57
Kolhapur,Red ,120,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93.18
Kolhapur,Red ,125,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,72.19
Kolhapur,Red ,130,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.45
Kolhapur,Red ,135,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,84.16
Kolhapur,Red ,140,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.63
Kolhapur,Red ,145,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,86.54
Kolhapur,Red ,150,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,109.79
Kolhapur,Red ,100,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,75.9
Kolhapur,Red ,105,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,96.32
Kolhapur,Red ,110,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,72.25
Kolhapur,Red ,115,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,81.47
Kolhapur,Red ,120,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,75.66
Kolhapur,Red ,125,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,107.63
Kolhapur,Red ,130,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,108.76
Kolhapur,Red ,135,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,87.61
Kolhapur,Red ,140,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,105.87
Kolhapur,Red ,145,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,114.94
Kolhapur,Red ,150,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,106.81
Kolhapur,Red ,100,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,82.97
Kolhapur,Red ,105,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,75.77
Kolhapur,Red ,110,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,72.84
Kolhapur,Red ,115,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.72
Kolhapur,Red ,120,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,106.74
Kolhapur,Red ,125,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,99.53
Kolhapur,Red ,130,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.75
Kolhapur,Red ,135,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93.5
Kolhapur,Red ,140,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.22
Kolhapur,Red ,145,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,121.1
Kolhapur,Red ,150,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,123.57
Kolhapur,Red ,100,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,85.62
Kolhapur,Red ,105,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,84.02
Kolhapur,Red ,110,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,68.36
Kolhapur,Red ,115,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,73.06
Kolhapur,Red ,120,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.87
Kolhapur,Red ,125,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93.31
Kolhapur,Red ,130,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,73.94
Kolhapur,Red ,135,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,79.44
Kolhapur,Red ,140,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.34
Kolhapur,Red ,145,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,79.8
Kolhapur,Red ,150,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,88.16
Kolhapur,Red ,100,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,74.93
Kolhapur,Red ,105,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,81.83
Kolhapur,Red ,110,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,83.27
Kolhapur,Red ,115,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,72.07
Kolhapur,Red ,120,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.59
Kolhapur,Red ,125,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,76.96
Kolhapur,Red ,130,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,82.32
Kolhapur,Red ,135,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,99.97
Kolhapur,Red ,140,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,99.1
Kolhapur,Red ,145,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,109.41
Kolhapur,Red ,150,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,104.71
Kolhapur,Red ,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,78.08
Kolhapur,Red ,105,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,65.74
Kolhapur,Red ,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,76.71
